Modenumber, Lambda (um), beta  (per um), alpha/2  (per um), k0  (per um); Thickness=1 um
3,1.0260,1.859935525801E+01,1.997786008620E-03,6.1240
3,1.0270,1.857315148821E+01,1.941735827256E-03,6.1180
3,1.0280,1.854498166514E+01,1.885961892732E-03,6.1120
3,1.0290,1.851887435445E+01,1.830048470401E-03,6.1061
3,1.0300,1.849280930737E+01,1.774206446502E-03,6.1002
3,1.0310,1.846694698986E+01,1.729766992225E-03,6.0943
3,1.0320,1.844081673653E+01,1.685413377149E-03,6.0884
3,1.0330,1.841406094546E+01,1.641175084912E-03,6.0825
3,1.0340,1.838817878519E+01,1.596917084497E-03,6.0766
3,1.0350,1.836234574296E+01,1.552714516129E-03,6.0707
3,1.0360,1.833655419819E+01,1.508567788666E-03,6.0649
3,1.0370,1.831080777149E+01,1.464476344088E-03,6.0590
3,1.0380,1.828372490989E+01,1.420547271910E-03,6.0532
3,1.0390,1.825758191554E+01,1.376599196430E-03,6.0473
3,1.0400,1.823197036833E+01,1.332667889636E-03,6.0415
3,1.0410,1.820640343865E+01,1.295662457207E-03,6.0357
3,1.0420,1.818185379639E+01,1.258635537414E-03,6.0299
3,1.0430,1.815637558369E+01,1.221723520992E-03,6.0241
3,1.0440,1.813094161750E+01,1.184856980205E-03,6.0184
3,1.0450,1.810603790275E+01,1.148004900204E-03,6.0126
3,1.0460,1.808020593461E+01,1.111259560832E-03,6.0069
3,1.0470,1.805490397404E+01,1.074528301440E-03,6.0011
3,1.0480,1.802881174271E+01,1.037889767589E-03,5.9954
3,1.0490,1.800359730585E+01,1.001246110078E-03,5.9897
3,1.0500,1.797842638691E+01,9.646467873142E-04,5.9840
3,1.0510,1.795233102536E+01,9.339965076364E-04,5.9783
3,1.0520,1.792724693143E+01,9.033313590603E-04,5.9726
3,1.0530,1.790220599748E+01,8.727031258195E-04,5.9669
3,1.0540,1.787735354840E+01,8.421048005458E-04,5.9613
3,1.0550,1.785239855698E+01,8.115501700441E-04,5.9556
3,1.0560,1.782651916505E+01,7.810743640231E-04,5.9500
3,1.0570,1.780027170265E+01,7.506489836647E-04,5.9444
3,1.0580,1.777682304279E+01,7.201435174432E-04,5.9387
3,1.0590,1.775017565117E+01,6.898045409128E-04,5.9331
3,1.0600,1.772543396259E+01,6.594258971278E-04,5.9275
3,1.0610,1.770170493524E+01,6.410530916370E-04,5.9219
3,1.0620,1.767704743031E+01,6.227381219128E-04,5.9164
3,1.0630,1.765243192090E+01,6.044447898379E-04,5.9108
3,1.0640,1.762834323461E+01,5.861568784891E-04,5.9052
3,1.0650,1.760332643268E+01,5.679226718427E-04,5.8997
3,1.0660,1.757883622699E+01,5.496937032418E-04,5.8942
3,1.0670,1.755438756302E+01,5.314860069264E-04,5.8886
3,1.0680,1.752894769608E+01,5.133297307981E-04,5.8831
3,1.0690,1.750458194244E+01,4.951632732893E-04,5.8776
3,1.0700,1.747944799768E+01,4.770399042607E-04,5.8721
3,1.0710,1.745500862972E+01,4.663938601891E-04,5.8667
3,1.0720,1.743076631533E+01,4.557559874179E-04,5.8612
3,1.0730,1.740656487515E+01,4.451304927061E-04,5.8557
3,1.0740,1.738158430291E+01,4.345378199405E-04,5.8503
3,1.0750,1.735746441341E+01,4.239364486211E-04,5.8448
3,1.0760,1.733338506988E+01,4.133472977953E-04,5.8394
3,1.0770,1.730797170916E+01,4.028023001257E-04,5.8340
3,1.0780,1.728348918672E+01,3.922476215430E-04,5.8286
3,1.0790,1.725953113128E+01,3.816937365195E-04,5.8232
3,1.0800,1.723561319005E+01,3.711518635209E-04,5.8178
3,1.0810,1.721314577733E+01,3.622147836896E-04,5.8124
3,1.0820,1.718974892517E+01,3.533086511888E-04,5.8070
3,1.0830,1.716639051959E+01,3.444125789786E-04,5.8016
3,1.0840,1.714355416873E+01,3.355170566785E-04,5.7963
3,1.0850,1.711978863730E+01,3.266504419965E-04,5.7910
3,1.0860,1.709654495610E+01,3.177842908306E-04,5.7856
3,1.0870,1.707333931248E+01,3.089280271658E-04,5.7803
3,1.0880,1.705113851889E+01,3.000645914878E-04,5.7750
3,1.0890,1.702800852706E+01,2.912284550308E-04,5.7697
3,1.0900,1.700491626977E+01,2.824020784897E-04,5.7644
3,1.0910,1.698190883666E+01,2.752288027946E-04,5.7591
3,1.0920,1.695797384642E+01,2.680791399508E-04,5.7538
3,1.0930,1.693456082943E+01,2.609295606433E-04,5.7486
3,1.0940,1.690922042433E+01,2.538173706046E-04,5.7433
3,1.0950,1.688506352049E+01,2.466947257538E-04,5.7381
3,1.0960,1.686176664290E+01,2.395675598194E-04,5.7328
3,1.0970,1.683850812222E+01,2.324481718338E-04,5.7276
3,1.0980,1.681528785784E+01,2.253365281031E-04,5.7224
3,1.0990,1.679114388122E+01,2.182450963256E-04,5.7172
3,0.4000,8.727031425442E+01,4.697426219063E+00,15.7080
3,0.4010,8.659981696035E+01,4.577221799305E+00,15.6688
3,0.4020,8.593260745350E+01,4.457590332052E+00,15.6298
3,0.4030,8.526940935408E+01,4.338488910263E+00,15.5910
3,0.4040,8.460841471079E+01,4.220003943746E+00,15.5524
3,0.4050,8.395128212421E+01,4.102045316840E+00,15.5140
3,0.4060,8.329693544745E+01,3.984660614187E+00,15.4758
3,0.4070,8.264538879418E+01,3.867842119720E+00,15.4378
3,0.4080,8.199769198327E+01,3.751534904912E+00,15.4000
3,0.4090,8.135315468915E+01,3.635766377992E+00,15.3623
3,0.4100,8.071061309231E+01,3.520581829839E+00,15.3248
3,0.4110,8.018317972157E+01,3.433639256776E+00,15.2876
3,0.4120,7.965835513346E+01,3.347096769319E+00,15.2504
3,0.4130,7.913496741302E+01,3.260998841288E+00,15.2135
3,0.4140,7.861512792387E+01,3.175253598387E+00,15.1768
3,0.4150,7.809686435491E+01,3.089937750642E+00,15.1402
3,0.4160,7.758236960893E+01,3.004960249141E+00,15.1038
3,0.4170,7.706859327965E+01,2.920436147470E+00,15.0676
3,0.4180,7.655837556184E+01,2.836252087488E+00,15.0315
3,0.4190,7.605016401577E+01,2.752463409542E+00,14.9957
3,0.4200,7.554441924144E+01,2.669049120085E+00,14.9600
3,0.4210,7.510221170534E+01,2.605652041375E+00,14.9244
3,0.4220,7.466343543149E+01,2.542493845423E+00,14.8891
3,0.4230,7.422563372114E+01,2.479656508525E+00,14.8539
3,0.4240,7.378975732569E+01,2.417104096382E+00,14.8188
3,0.4250,7.335613055460E+01,2.354823306203E+00,14.7840
3,0.4260,7.292457297096E+01,2.292817617877E+00,14.7493
3,0.4270,7.249507550166E+01,2.231084823312E+00,14.7147
3,0.4280,7.206744962034E+01,2.169628153260E+00,14.6803
3,0.4290,7.164088383811E+01,2.108468723992E+00,14.6461
3,0.4300,7.121755371308E+01,2.047539619225E+00,14.6121
3,0.4310,7.084437620081E+01,1.997217315047E+00,14.5782
3,0.4320,7.047282980048E+01,1.947117931893E+00,14.5444
3,0.4330,7.010318670545E+01,1.897231976989E+00,14.5108
3,0.4340,6.973510351112E+01,1.847566929093E+00,14.4774
3,0.4350,6.936777289196E+01,1.798141553269E+00,14.4441
3,0.4360,6.900327464244E+01,1.748899618849E+00,14.4110
3,0.4370,6.863933746886E+01,1.699897498566E+00,14.3780
3,0.4380,6.827804868889E+01,1.651080931593E+00,14.3452
3,0.4390,6.791755335236E+01,1.602493594327E+00,14.3125
3,0.4400,6.755967969698E+01,1.554090115487E+00,14.2800
3,0.4410,6.722566139928E+01,1.520828225674E+00,14.2476
3,0.4420,6.689333648107E+01,1.487704063374E+00,14.2154
3,0.4430,6.656236440617E+01,1.454724026707E+00,14.1833
3,0.4440,6.623315318745E+01,1.421877945452E+00,14.1513
3,0.4450,6.590527133656E+01,1.389174004449E+00,14.1195
3,0.4460,6.557766937650E+01,1.356632526640E+00,14.0879
3,0.4470,6.525284047423E+01,1.324200313574E+00,14.0563
3,0.4480,6.492948675190E+01,1.291903557480E+00,14.0250
3,0.4490,6.460629981875E+01,1.259766630418E+00,13.9937
3,0.4500,6.428585671194E+01,1.227737628329E+00,13.9626
3,0.4510,6.398979115061E+01,1.204048662632E+00,13.9317
3,0.4520,6.369521552891E+01,1.180454709107E+00,13.9009
3,0.4530,6.340194812267E+01,1.156958381283E+00,13.8702
3,0.4540,6.311094422108E+01,1.133541680797E+00,13.8396
3,0.4550,6.282027719985E+01,1.110238659688E+00,13.8092
3,0.4560,6.253097177409E+01,1.087029859052E+00,13.7789
3,0.4570,6.224295552040E+01,1.063915773919E+00,13.7488
3,0.4580,6.195604736110E+01,1.040898657311E+00,13.7187
3,0.4590,6.167032181172E+01,1.017976346916E+00,13.6889
3,0.4600,6.138498300192E+01,9.951608936018E-01,13.6591
3,0.4610,6.112136546950E+01,9.802365016156E-01,13.6295
3,0.4620,6.085866925401E+01,9.653765590973E-01,13.6000
3,0.4630,6.059678487417E+01,9.505821331462E-01,13.5706
3,0.4640,6.033580828604E+01,9.358510357821E-01,13.5413
3,0.4650,6.007692190758E+01,9.211644959259E-01,13.5122
3,0.4660,5.981795372067E+01,9.065554302837E-01,13.4832
3,0.4670,5.956026647190E+01,8.920022778433E-01,13.4544
3,0.4680,5.930464376042E+01,8.774930298741E-01,13.4256
3,0.4690,5.904917448956E+01,8.630556394063E-01,13.3970
3,0.4700,5.879463427461E+01,8.486779052059E-01,13.3685
3,0.4710,5.855752321816E+01,8.373663318321E-01,13.3401
3,0.4720,5.832220672356E+01,8.260886076312E-01,13.3118
3,0.4730,5.808646636389E+01,8.148757841115E-01,13.2837
3,0.4740,5.785268045772E+01,8.036938530013E-01,13.2557
3,0.4750,5.762004480021E+01,7.925538871238E-01,13.2278
3,0.4760,5.738711591740E+01,7.814752315092E-01,13.2000
3,0.4770,5.715644523581E+01,7.704225922947E-01,13.1723
3,0.4780,5.692563791543E+01,7.594280794416E-01,13.1447
3,0.4790,5.669682724827E+01,7.484627021509E-01,13.1173
3,0.4800,5.646786493153E+01,7.375545893383E-01,13.0900
3,0.4810,5.625235036219E+01,7.282935425984E-01,13.0628
3,0.4820,5.603868326252E+01,7.190563198741E-01,13.0357
3,0.4830,5.582401269826E+01,7.098791973418E-01,13.0087
3,0.4840,5.561101178366E+01,7.007275324680E-01,12.9818
3,0.4850,5.539866453173E+01,6.916139812019E-01,12.9550
3,0.4860,5.518797592925E+01,6.825257378787E-01,12.9284
3,0.4870,5.497685268159E+01,6.734884269681E-01,12.9018
3,0.4880,5.476845943552E+01,6.644629024893E-01,12.8754
3,0.4890,5.455847747563E+01,6.555014230098E-01,12.8490
3,0.4900,5.435124411304E+01,6.465512381436E-01,12.8228
3,0.4910,5.416060859337E+01,6.388318847307E-01,12.7967
3,0.4920,5.397169722189E+01,6.311307283881E-01,12.7707
3,0.4930,5.378260188718E+01,6.234699354817E-01,12.7448
3,0.4940,5.359474566001E+01,6.158326238706E-01,12.7190
3,0.4950,5.340748150029E+01,6.082260699889E-01,12.6933
3,0.4960,5.322177206648E+01,6.006391229429E-01,12.6677
3,0.4970,5.303554572751E+01,5.930949634212E-01,12.6422
3,0.4980,5.285022346279E+01,5.855772253737E-01,12.6168
3,0.4990,5.266611795718E+01,5.780822968553E-01,12.5916
3,0.5000,5.248258310956E+01,5.706171242772E-01,12.5664
3,0.5010,5.230420214650E+01,5.633881388885E-01,12.5413
3,0.5020,5.212526825390E+01,5.561995869264E-01,12.5163
3,0.5030,5.194720080450E+01,5.490358692481E-01,12.4914
3,0.5040,5.177031238061E+01,5.418935502284E-01,12.4666
3,0.5050,5.159395791820E+01,5.347792518111E-01,12.4420
3,0.5060,5.141799193094E+01,5.276942088473E-01,12.4174
3,0.5070,5.124366686848E+01,5.206253963505E-01,12.3929
3,0.5080,5.106908206786E+01,5.135920188578E-01,12.3685
3,0.5090,5.089565599201E+01,5.065794631410E-01,12.3442
3,0.5100,5.072274456121E+01,4.995940212281E-01,12.3200
3,0.5110,5.055610424091E+01,4.949760788476E-01,12.2959
3,0.5120,5.039105802790E+01,4.903657694632E-01,12.2718
3,0.5130,5.022570793343E+01,4.857814782807E-01,12.2479
3,0.5140,5.006147099375E+01,4.812092760739E-01,12.2241
3,0.5150,4.989770412976E+01,4.766552526524E-01,12.2004
3,0.5160,4.973536628774E+01,4.721101386719E-01,12.1767
3,0.5170,4.957239642620E+01,4.675933830618E-01,12.1532
3,0.5180,4.941020962882E+01,4.630913616946E-01,12.1297
3,0.5190,4.924911796722E+01,4.586010639508E-01,12.1063
3,0.5200,4.908847914967E+01,4.541283860673E-01,12.0830
3,0.5210,4.893621091539E+01,4.492228724462E-01,12.0599
3,0.5220,4.878440957702E+01,4.443359019722E-01,12.0368
3,0.5230,4.863302475088E+01,4.394677696394E-01,12.0137
3,0.5240,4.848135505800E+01,4.346245937495E-01,11.9908
3,0.5250,4.833127824704E+01,4.297893570905E-01,11.9680
3,0.5260,4.818160855972E+01,4.249726073284E-01,11.9452
3,0.5270,4.803164935195E+01,4.201802727712E-01,11.9226
3,0.5280,4.788318825513E+01,4.153965293869E-01,11.9000
3,0.5290,4.773528637277E+01,4.106295296148E-01,11.8775
3,0.5300,4.758700145810E+01,4.058871829384E-01,11.8551
3,0.5310,4.744359741657E+01,4.017582618438E-01,11.8327
3,0.5320,4.730089425212E+01,3.976423505456E-01,11.8105
3,0.5330,4.715753895478E+01,3.935506599760E-01,11.7883
3,0.5340,4.701565242059E+01,3.894652925541E-01,11.7663
3,0.5350,4.687453437627E+01,3.853920707118E-01,11.7443
3,0.5360,4.673377928500E+01,3.813342406969E-01,11.7224
3,0.5370,4.659354966545E+01,3.772903497257E-01,11.7005
3,0.5380,4.645289644337E+01,3.732679188181E-01,11.6788
3,0.5390,4.631432873909E+01,3.692466618636E-01,11.6571
3,0.5400,4.617501034981E+01,3.652492042515E-01,11.6355
3,0.5410,4.604031772057E+01,3.618531772040E-01,11.6140
3,0.5420,4.590823381060E+01,3.584521337860E-01,11.5926
3,0.5430,4.577427484800E+01,3.550810909908E-01,11.5712
3,0.5440,4.564213846867E+01,3.517111046303E-01,11.5500
3,0.5450,4.551040248319E+01,3.483531793456E-01,11.5288
3,0.5460,4.537898403952E+01,3.450078459825E-01,11.5077
3,0.5470,4.524828667076E+01,3.416719466214E-01,11.4866
3,0.5480,4.511797793429E+01,3.383479273096E-01,11.4657
3,0.5490,4.498797933132E+01,3.350362751213E-01,11.4448
3,0.5500,4.485759352547E+01,3.317420383872E-01,11.4240
3,0.5510,4.473193578346E+01,3.285901830019E-01,11.4032
3,0.5520,4.460766328172E+01,3.254420307312E-01,11.3826
3,0.5530,4.448189098575E+01,3.223185479306E-01,11.3620
3,0.5540,4.435757529913E+01,3.191980910730E-01,11.3415
3,0.5550,4.423463739649E+01,3.160812982386E-01,11.3211
3,0.5560,4.411018947248E+01,3.129887243581E-01,11.3007
3,0.5570,4.398722822642E+01,3.098988872989E-01,11.2804
3,0.5580,4.386450918086E+01,3.068205751536E-01,11.2602
3,0.5590,4.374246435672E+01,3.037506841548E-01,11.2400
3,0.5600,4.362069051444E+01,3.006919568148E-01,11.2200
3,0.5610,4.350263924853E+01,2.983148973082E-01,11.2000
3,0.5620,4.338282152635E+01,2.959606179029E-01,11.1800
3,0.5630,4.326442976999E+01,2.936071610944E-01,11.1602
3,0.5640,4.314762588750E+01,2.912534834768E-01,11.1404
3,0.5650,4.302888566054E+01,2.889233164073E-01,11.1207
3,0.5660,4.291188930164E+01,2.865917707442E-01,11.1010
3,0.5670,4.279522034274E+01,2.842683420561E-01,11.0815
3,0.5680,4.267880090343E+01,2.819534793886E-01,11.0619
3,0.5690,4.256302086903E+01,2.796445478707E-01,11.0425
3,0.5700,4.244811065355E+01,2.773400119175E-01,11.0231
3,0.5710,4.233545543088E+01,2.750743854507E-01,11.0038
3,0.5720,4.222397332621E+01,2.728109068787E-01,10.9846
3,0.5730,4.211279791061E+01,2.705551750326E-01,10.9654
3,0.5740,4.200293124704E+01,2.683007273370E-01,10.9463
3,0.5750,4.189260730737E+01,2.660588293653E-01,10.9273
3,0.5760,4.178246703349E+01,2.638252895874E-01,10.9083
3,0.5770,4.167279818988E+01,2.615982283131E-01,10.8894
3,0.5780,4.156334243855E+01,2.593792168438E-01,10.8706
3,0.5790,4.145450193511E+01,2.571656915282E-01,10.8518
3,0.5800,4.134594655643E+01,2.549596644923E-01,10.8331
3,0.5810,4.124072306169E+01,2.529404430166E-01,10.8144
3,0.5820,4.113484550322E+01,2.509337921922E-01,10.7959
3,0.5830,4.102948330943E+01,2.489324704644E-01,10.7773
3,0.5840,4.092548992350E+01,2.469312984809E-01,10.7589
3,0.5850,4.082059384202E+01,2.449439624530E-01,10.7405
3,0.5860,4.071628766492E+01,2.429613855146E-01,10.7222
3,0.5870,4.061115978679E+01,2.409919233623E-01,10.7039
3,0.5880,4.050839993895E+01,2.390165932220E-01,10.6857
3,0.5890,4.040513858592E+01,2.370523898189E-01,10.6675
3,0.5900,4.030205683797E+01,2.350952112288E-01,10.6495
3,0.5910,4.020247860125E+01,2.334671004215E-01,10.6314
3,0.5920,4.010198303027E+01,2.318513011660E-01,10.6135
3,0.5930,4.000205730449E+01,2.302391199669E-01,10.5956
3,0.5940,3.990241367306E+01,2.286321874955E-01,10.5778
3,0.5950,3.980399393311E+01,2.270250920223E-01,10.5600
3,0.5960,3.970489032969E+01,2.254286990702E-01,10.5423
3,0.5970,3.960627032282E+01,2.238362960387E-01,10.5246
3,0.5980,3.950789306961E+01,2.222492147388E-01,10.5070
3,0.5990,3.941076598779E+01,2.206617729885E-01,10.4895
3,0.6000,3.931311294899E+01,2.190839071610E-01,10.4720
3,0.6010,3.921659040813E+01,2.171376132384E-01,10.4546
3,0.6020,3.912154821232E+01,2.151907221232E-01,10.4372
3,0.6030,3.902556933170E+01,2.132565284165E-01,10.4199
3,0.6040,3.893013895099E+01,2.113267951174E-01,10.4026
3,0.6050,3.883494106045E+01,2.094032127864E-01,10.3854
3,0.6060,3.874097381930E+01,2.074803883229E-01,10.3683
3,0.6070,3.864630356411E+01,2.055686696326E-01,10.3512
3,0.6080,3.855209618908E+01,2.036617490182E-01,10.3342
3,0.6090,3.845811132714E+01,2.017608668232E-01,10.3172
3,0.6100,3.836426794392E+01,1.998663986713E-01,10.3003
3,0.6110,3.827396798143E+01,1.984133303688E-01,10.2834
3,0.6120,3.818270781100E+01,1.969710603697E-01,10.2666
3,0.6130,3.809290288679E+01,1.955270643401E-01,10.2499
3,0.6140,3.800213960275E+01,1.940937292934E-01,10.2332
3,0.6150,3.791190125499E+01,1.926633922651E-01,10.2166
3,0.6160,3.782187238472E+01,1.912376372701E-01,10.2000
3,0.6170,3.773305005883E+01,1.898114136467E-01,10.1834
3,0.6180,3.764350312890E+01,1.883944286615E-01,10.1670
3,0.6190,3.755439617683E+01,1.869807775187E-01,10.1505
3,0.6200,3.746548924959E+01,1.855716325822E-01,10.1342
3,0.6210,3.737989094089E+01,1.843228240129E-01,10.1179
3,0.6220,3.729139241808E+01,1.830932969594E-01,10.1016
3,0.6230,3.720525345601E+01,1.818571103943E-01,10.0854
3,0.6240,3.711892390711E+01,1.806267848142E-01,10.0692
3,0.6250,3.703270061668E+01,1.794008271858E-01,10.0531
3,0.6260,3.694628453749E+01,1.781806443664E-01,10.0370
3,0.6270,3.686029861501E+01,1.769631910360E-01,10.0210
3,0.6280,3.677557973344E+01,1.757444540795E-01,10.0051
3,0.6290,3.668988157621E+01,1.745351609317E-01,9.9892
3,0.6300,3.660468511191E+01,1.733281933588E-01,9.9733
3,0.6310,3.652159667877E+01,1.720267292368E-01,9.9575
3,0.6320,3.643771394258E+01,1.707339167534E-01,9.9417
3,0.6330,3.635405449279E+01,1.694449103384E-01,9.9260
3,0.6340,3.627189313383E+01,1.681537728703E-01,9.9104
3,0.6350,3.618773774109E+01,1.668766755747E-01,9.8948
3,0.6360,3.610700799598E+01,1.655885701324E-01,9.8792
3,0.6370,3.602428229275E+01,1.643143996000E-01,9.8637
3,0.6380,3.594204931290E+01,1.630426825239E-01,9.8483
3,0.6390,3.585998206035E+01,1.617748885408E-01,9.8328
3,0.6400,3.577908779184E+01,1.605064691717E-01,9.8175
3,0.6410,3.569833893466E+01,1.592576072833E-01,9.8022
3,0.6420,3.561799120427E+01,1.580114941950E-01,9.7869
3,0.6430,3.553889290093E+01,1.567643770144E-01,9.7717
3,0.6440,3.545878876894E+01,1.555262007234E-01,9.7565
3,0.6450,3.538008614248E+01,1.542863508995E-01,9.7414
3,0.6460,3.530069724547E+01,1.530539450582E-01,9.7263
3,0.6470,3.522146609782E+01,1.518252531716E-01,9.7113
3,0.6480,3.514339501212E+01,1.505959520963E-01,9.6963
3,0.6490,3.506471824324E+01,1.493736121873E-01,9.6813
3,0.6500,3.498611264258E+01,1.481552818544E-01,9.6664
3,0.6510,3.491033005459E+01,1.470028881715E-01,9.6516
3,0.6520,3.483244875041E+01,1.458634200107E-01,9.6368
3,0.6530,3.475649938326E+01,1.447199095724E-01,9.6220
3,0.6540,3.467885417583E+01,1.435874776042E-01,9.6073
3,0.6550,3.460443840574E+01,1.424456922477E-01,9.5926
3,0.6560,3.452800398613E+01,1.413162272294E-01,9.5780
3,0.6570,3.445203066213E+01,1.401888130577E-01,9.5634
3,0.6580,3.437720288487E+01,1.390606784244E-01,9.5489
3,0.6590,3.430159426189E+01,1.379396168034E-01,9.5344
3,0.6600,3.422605194051E+01,1.368221509084E-01,9.5200
3,0.6610,3.415291252003E+01,1.358827108192E-01,9.5056
3,0.6620,3.407828944623E+01,1.349525423226E-01,9.4912
3,0.6630,3.400595954899E+01,1.340166482206E-01,9.4769
3,0.6640,3.393214440013E+01,1.330899497460E-01,9.4626
3,0.6650,3.385878339330E+01,1.321647645582E-01,9.4484
3,0.6660,3.378555060792E+01,1.312423563254E-01,9.4342
3,0.6670,3.371461060793E+01,1.303143373610E-01,9.4201
3,0.6680,3.364163992976E+01,1.293974403383E-01,9.4060
3,0.6690,3.356911545693E+01,1.284820420017E-01,9.3919
3,0.6700,3.349675256180E+01,1.275692242351E-01,9.3779
3,0.6710,3.342548594060E+01,1.265724399042E-01,9.3639
3,0.6720,3.335342432834E+01,1.255820434811E-01,9.3500
3,0.6730,3.328172618884E+01,1.245936170454E-01,9.3361
3,0.6740,3.321015333032E+01,1.236080411925E-01,9.3222
3,0.6750,3.314086448685E+01,1.226173071228E-01,9.3084
3,0.6760,3.306862225281E+01,1.216407995189E-01,9.2947
3,0.6770,3.299865785448E+01,1.206591683669E-01,9.2809
3,0.6780,3.292843558431E+01,1.196817503031E-01,9.2672
3,0.6790,3.285717170586E+01,1.187113311601E-01,9.2536
3,0.6800,3.278780720954E+01,1.177372529585E-01,9.2400
3,0.6810,3.271756035995E+01,1.169049842418E-01,9.2264
3,0.6820,3.265050418906E+01,1.160641678407E-01,9.2129
3,0.6830,3.258140428367E+01,1.152334659252E-01,9.1994
3,0.6840,3.251273418276E+01,1.144040400666E-01,9.1859
3,0.6850,3.244517677336E+01,1.135734992513E-01,9.1725
3,0.6860,3.237681071826E+01,1.127485712053E-01,9.1592
3,0.6870,3.230848117228E+01,1.119262605407E-01,9.1458
3,0.6880,3.224165247767E+01,1.111014995901E-01,9.1325
3,0.6890,3.217331789782E+01,1.102846534548E-01,9.1193
3,0.6900,3.210724474986E+01,1.094627719225E-01,9.1061
3,0.6910,3.204130675748E+01,1.086791711219E-01,9.0929
3,0.6920,3.197579005093E+01,1.078967137186E-01,9.0797
3,0.6930,3.191036970779E+01,1.071164908332E-01,9.0666
3,0.6940,3.184720527247E+01,1.063312751692E-01,9.0536
3,0.6950,3.178198386601E+01,1.055554891243E-01,9.0406
3,0.6960,3.171809649027E+01,1.047777998988E-01,9.0276
3,0.6970,3.165346570721E+01,1.040050830109E-01,9.0146
3,0.6980,3.159001360642E+01,1.032309964176E-01,9.0017
3,0.6990,3.152549694759E+01,1.024628726939E-01,8.9888
3,0.7000,3.146231107317E+01,1.016928915586E-01,8.9760
3,0.7010,3.139757303859E+01,1.011225888910E-01,8.9632
3,0.7020,3.133293201294E+01,1.005539672788E-01,8.9504
3,0.7030,3.126961375154E+01,9.998309533274E-02,8.9377
3,0.7040,3.120540125753E+01,9.941706705441E-02,8.9250
3,0.7050,3.114074718121E+01,9.885439935651E-02,8.9123
3,0.7060,3.107833712148E+01,9.828656796562E-02,8.8997
3,0.7070,3.101440717377E+01,9.772549641456E-02,8.8871
3,0.7080,3.095088962059E+01,9.716505057113E-02,8.8746
3,0.7090,3.088746000370E+01,9.660624477471E-02,8.8620
3,0.7100,3.082627473005E+01,9.604234834456E-02,8.8496
3,0.7110,3.076461007115E+01,9.552483329929E-02,8.8371
3,0.7120,3.070334490943E+01,9.500785759395E-02,8.8247
3,0.7130,3.064316073713E+01,9.448931916767E-02,8.8123
3,0.7140,3.058322110652E+01,9.397180989660E-02,8.8000
3,0.7150,3.052220471120E+01,9.345937016381E-02,8.7877
3,0.7160,3.046158513483E+01,9.294745585336E-02,8.7754
3,0.7170,3.040204369737E+01,9.243399508764E-02,8.7632
3,0.7180,3.034166422319E+01,9.192481506766E-02,8.7510
3,0.7190,3.028236148641E+01,9.141409529499E-02,8.7388
3,0.7200,3.022238130096E+01,9.090713430984E-02,8.7266
3,0.7210,3.016347228055E+01,9.016441886645E-02,8.7145
3,0.7220,3.010426281782E+01,8.942481995544E-02,8.7025
3,0.7230,3.004504760704E+01,8.868743189321E-02,8.6904
3,0.7240,2.998553085749E+01,8.795310309751E-02,8.6784
3,0.7250,2.992740583987E+01,8.721686299261E-02,8.6665
3,0.7260,2.986827669691E+01,8.648570863683E-02,8.6545
3,0.7270,2.981021871844E+01,8.575359476077E-02,8.6426
3,0.7280,2.975131723658E+01,8.502603520769E-02,8.6307
3,0.7290,2.969272551082E+01,8.429968975581E-02,8.6189
3,0.7300,2.963420673687E+01,8.357522537877E-02,8.6071
3,0.7310,2.957859862062E+01,8.293601315520E-02,8.5953
3,0.7320,2.952106304150E+01,8.230410151238E-02,8.5836
3,0.7330,2.946490667680E+01,8.167021618229E-02,8.5719
3,0.7340,2.940666878441E+01,8.104394516316E-02,8.5602
3,0.7350,2.935172212160E+01,8.041045257594E-02,8.5486
3,0.7360,2.929469293887E+01,7.978451789341E-02,8.5369
3,0.7370,2.923912321058E+01,7.915643551067E-02,8.5254
3,0.7380,2.918146607621E+01,7.853580595601E-02,8.5138
3,0.7390,2.912763621769E+01,7.790669125755E-02,8.5023
3,0.7400,2.907064389979E+01,7.728784567934E-02,8.4908
3,0.7410,2.901567599315E+01,7.670287980350E-02,8.4793
3,0.7420,2.895859063158E+01,7.612519414344E-02,8.4679
3,0.7430,2.890479029224E+01,7.554055940064E-02,8.4565
3,0.7440,2.884890417621E+01,7.496306594940E-02,8.4451
3,0.7450,2.879431089993E+01,7.438387732640E-02,8.4338
3,0.7460,2.873894094105E+01,7.380835320726E-02,8.4225
3,0.7470,2.868470940956E+01,7.323155515174E-02,8.4112
3,0.7480,2.862938164032E+01,7.265919247446E-02,8.4000
3,0.7490,2.857442796675E+01,7.208749242001E-02,8.3888
3,0.7500,2.852052820705E+01,7.151475366510E-02,8.3776
3,0.7510,2.846650686053E+01,7.087457622951E-02,8.3664
3,0.7520,2.841468737564E+01,7.023067497731E-02,8.3553
3,0.7530,2.836078050553E+01,6.959367822721E-02,8.3442
3,0.7540,2.830723820610E+01,6.895748616273E-02,8.3331
3,0.7550,2.825428839189E+01,6.832155222980E-02,8.3221
3,0.7560,2.820246068946E+01,6.768462235555E-02,8.3111
3,0.7570,2.814907852880E+01,6.705311800299E-02,8.3001
3,0.7580,2.809606716312E+01,6.642238918742E-02,8.2892
3,0.7590,2.804310351453E+01,6.579319917940E-02,8.2782
3,0.7600,2.799233677035E+01,6.516053267050E-02,8.2673
3,0.7610,2.793947546052E+01,6.468337737557E-02,8.2565
